depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium
88.0,13.88,33.073,5.67,96.3,2.7,0.9,0.49,89,0.4,0.3,24.729,323.3,0.303,0.02
100.0,13.18,33.132,5.41,90.5,4.2,3.6,0.24,101,0.57,0.27,24.917,305.6,0.341,0.0
111.0,12.32,33.171,5.12,84.3,6.1,6.5,0.15,112,0.95,0.2,25.115,287.0,0.374,0.0
125.0,10.75,33.239,4.62,73.5,10.7,12.4,0.07,126,1.22,0.09,25.454,254.7,0.414,0.0
126.0,10.58,33.232,4.65,73.7,11.0,12.8,0.07,127,1.24,0.08,25.478,252.4,0.414,0.0
142.0,9.85,33.378,4.23,66.0,15.9,17.4,0.02,143,1.37,0.04,25.717,229.9,0.453,0.0
150.0,9.62,33.449,4.13,64.2,17.9,18.7,0.02,151,1.46,0.04,25.81,221.1,0.473,0.0
170.0,9.23,33.67,3.5,53.9,22.8,22.0,0.01,171,1.68,0.05,26.047,198.9,0.513,0.0
200.0,8.98,33.918,2.58,39.6,30.0,26.1,0.0,202,1.97,0.03,26.282,177.3,0.569,0.0
0.0,15.93,33.127,5.77,102.2,2.0,0.0,0.11,0,0.28,0.01,24.323,359.3,0.0,0.0
2.0,15.93,33.127,5.77,102.2,2.0,0.0,0.11,2,0.28,0.01,24.323,359.3,0.007,0.0
10.0,15.94,33.126,5.74,101.7,1.9,0.0,0.1,10,0.27,0.02,24.322,359.7,0.036,0.0
20.0,15.94,33.12,5.76,102.0,1.9,0.0,0.11,20,0.28,0.02,24.318,360.4,0.072,0.0
26.0,15.72,33.116,5.77,101.7,1.9,0.0,0.11,26,0.28,0.03,24.364,356.2,0.094,0.01
30.0,15.68,33.113,5.82,102.5,1.9,0.0,0.13,30,0.29,0.03,24.371,355.8,0.109,0.01
41.0,14.91,33.118,5.89,102.1,2.1,0.0,0.18,41,0.31,0.04,24.544,339.5,0.146,0.01
50.0,14.82,33.194,5.91,102.3,2.2,0.0,0.29,50,0.32,0.09,24.623,332.3,0.176,0.03
61.0,14.51,33.201,5.92,101.9,2.5,0.0,0.49,61,0.35,0.19,24.695,325.8,0.212,0.02
75.0,13.68,33.25,5.44,92.0,3.8,1.7,0.59,76,0.5,0.32,24.906,306.0,0.259,0.01
76.0,13.76,33.23,5.49,93.1,3.9,1.8,0.6,77,0.51,0.33,24.875,309.0,0.26,0.01
88.0,12.98,33.287,5.15,85.9,5.9,5.7,0.2,89,0.73,0.17,25.075,290.2,0.296,0.01
99.0,12.37,33.297,4.76,78.5,8.5,9.3,0.12,100,0.95,0.12,25.202,278.3,0.327,0.01
100.0,12.23,33.304,4.73,77.7,8.8,9.6,0.11,101,0.97,0.12,25.234,275.3,0.332,0.01
114.0,11.21,33.345,4.27,68.7,12.3,13.8,0.07,115,1.23,0.1,25.455,254.4,0.367,0.01
125.0,10.53,33.437,3.82,60.5,16.0,17.5,0.04,126,1.47,0.17,25.647,236.3,0.394,0.01
139.0,9.93,33.479,3.71,58.0,18.3,19.5,0.01,140,1.57,0.05,25.781,223.7,0.426,0.0
150.0,9.59,33.549,3.64,56.5,19.8,20.2,0.01,151,1.6,0.04,25.894,213.2,0.453,0.0
170.0,9.07,33.649,3.68,56.5,22.5,21.5,0.01,171,1.66,0.02,26.056,198.0,0.491,0.01
200.0,8.76,33.828,3.24,49.4,27.5,24.3,0.0,202,1.85,0.02,26.245,180.7,0.551,0.0
202.0,8.73,33.841,3.2,48.9,27.8,24.5,0.0,204,1.86,0.02,26.26,179.3,0.552,0.0
0.0,16.36,33.232,5.66,101.2,1.6,0.0,0.06,0,0.22,0.02,24.306,360.8,0.0,0.06
2.0,16.36,33.232,5.66,101.2,1.6,0.0,0.06,2,0.22,0.02,24.307,360.9,0.007,0.06
10.0,16.36,33.232,5.66,101.2,1.8,0.0,0.06,10,0.24,0.02,24.308,361.0,0.036,0.05
19.0,16.36,33.232,5.69,101.6,1.6,0.0,0.06,19,0.23,0.02,24.31,361.2,0.069,0.0
20.0,16.36,33.233,5.69,101.7,1.6,0.0,0.06,20,0.23,0.02,24.31,361.2,0.069,0.0
24.0,16.35,33.235,5.68,101.4,1.5,0.0,0.07,24,0.23,0.02,24.312,361.1,0.087,0.03
30.0,16.36,33.232,5.68,101.5,1.5,0.0,0.07,30,0.22,0.02,24.31,361.5,0.105,0.0
34.0,16.35,33.232,5.69,101.7,1.5,0.0,0.07,34,0.22,0.02,24.311,361.6,0.123,0.0
43.0,16.29,33.227,5.68,101.3,1.5,0.0,0.07,43,0.22,0.02,24.322,360.9,0.155,0.0
50.0,16.28,33.225,5.7,101.6,1.5,0.0,0.08,50,0.22,0.02,24.325,360.9,0.178,0.0
56.0,16.26,33.226,5.68,101.2,1.5,0.0,0.09,56,0.22,0.02,24.328,360.7,0.202,0.0
66.0,16.22,33.231,5.7,101.5,1.5,0.0,0.1,67,0.21,0.02,24.342,359.7,0.238,0.0
75.0,16.14,33.229,5.71,101.5,1.5,0.0,0.13,76,0.23,0.03,24.36,358.4,0.269,0.0
76.0,16.18,33.24,5.68,101.1,1.5,0.0,0.14,77,0.23,0.03,24.36,358.4,0.274,0.0
86.0,16.09,33.294,5.69,101.1,1.6,0.0,0.19,87,0.22,0.06,24.422,352.9,0.31,0.0
94.0,16.01,33.484,5.56,98.8,2.2,0.0,0.32,95,0.21,0.28,24.586,337.5,0.337,0.0
100.0,15.33,33.349,5.62,98.4,2.5,0.4,0.33,101,0.26,0.29,24.635,332.9,0.356,0.0
110.0,14.38,33.335,5.46,93.8,2.9,1.0,0.33,111,0.35,0.31,24.829,314.6,0.389,0.1
125.0,13.49,33.29,5.34,90.1,4.0,2.8,0.23,126,0.46,0.32,24.978,300.7,0.435,0.0
126.0,13.49,33.295,5.38,90.7,4.0,2.9,0.22,127,0.47,0.32,24.982,300.3,0.438,0.0
141.0,11.39,33.226,4.99,80.5,7.8,8.8,0.12,142,0.85,0.16,25.33,267.0,0.481,0.0
150.0,10.66,33.316,4.92,78.1,10.1,11.0,0.09,151,0.98,0.12,25.532,247.8,0.504,0.0
170.0,9.52,33.454,4.59,71.1,15.1,15.9,0.02,171,1.26,0.04,25.831,219.5,0.551,0.0
200.0,8.9,33.756,3.66,56.1,24.0,22.2,0.0,202,1.66,0.02,26.167,188.0,0.612,0.0
202.0,8.84,33.757,3.62,55.4,24.6,22.7,0.0,204,1.69,0.02,26.176,187.2,0.616,0.02
0.0,13.08,33.63,5.08,85.2,5.2,8.5,0.52,0,1.11,0.18,25.316,264.7,0.0,1.55
2.0,13.08,33.63,5.08,85.2,5.2,8.5,0.52,2,1.11,0.18,25.316,264.8,0.005,1.55
5.0,13.09,33.63,5.1,85.5,5.1,8.4,0.47,5,1.1,0.21,25.314,265.0,0.013,1.47
10.0,12.96,33.634,4.98,83.3,5.4,9.0,0.46,10,1.14,0.18,25.344,262.4,0.026,1.64
20.0,12.78,33.634,4.84,80.6,5.6,9.4,0.58,20,1.17,0.26,25.379,259.3,0.053,1.76
0.0,12.92,33.641,4.88,81.6,5.9,8.9,0.47,0,1.11,0.2,25.356,260.9,0.0,1.7
3.0,12.92,33.641,4.88,81.6,5.9,8.9,0.47,3,1.11,0.2,25.356,261.0,0.008,1.7
5.0,12.92,33.641,4.87,81.4,5.8,8.8,0.48,5,1.13,0.26,25.356,261.0,0.013,1.69
10.0,12.92,33.64,4.88,81.5,5.8,8.9,0.46,10,1.12,0.19,25.356,261.2,0.026,1.67
20.0,12.8,33.642,4.79,79.8,6.2,9.3,0.46,20,1.15,0.22,25.381,259.1,0.052,1.67
30.0,12.59,33.643,4.66,77.2,6.2,9.8,0.4,30,1.21,0.23,25.424,255.3,0.078,1.8
40.0,12.45,33.642,4.61,76.3,6.3,10.0,0.35,40,1.2,0.24,25.451,253.0,0.103,1.74
50.0,12.29,33.643,4.37,72.1,7.4,11.2,0.39,50,1.3,0.38,25.483,250.2,0.128,1.8
60.0,11.85,33.663,3.76,61.5,10.5,14.4,0.49,60,1.54,0.76,25.582,241.1,0.153,1.79
70.0,11.7,33.691,3.53,57.5,12.7,15.6,0.51,71,1.6,1.33,25.632,236.6,0.177,1.66
10.0,12.41,33.345,5.79,95.5,7.4,7.0,2.78,10,0.88,0.89,25.226,273.5,0.027,0.42
20.0,12.37,33.356,5.73,94.5,7.3,6.8,2.52,20,0.86,0.72,25.245,272.1,0.055,0.64
30.0,12.17,33.363,5.53,90.8,8.4,8.1,1.68,30,0.96,0.6,25.289,268.1,0.082,0.97
41.0,11.49,33.4,4.73,76.6,11.7,12.1,0.45,41,1.21,0.34,25.444,253.6,0.11,1.78
50.0,11.14,33.648,3.69,59.4,14.8,16.0,0.29,50,1.52,0.53,25.7,229.5,0.133,1.74
51.0,11.14,33.64,3.84,61.7,15.1,16.4,0.27,51,1.55,0.55,25.694,230.1,0.135,1.74
60.0,10.72,33.735,3.19,50.9,19.5,18.9,0.21,60,1.74,0.54,25.843,216.1,0.155,0.91
70.0,10.47,33.821,2.79,44.2,23.2,22.6,0.23,71,1.93,0.62,25.954,205.8,0.176,0.35
75.0,10.39,33.87,2.29,36.2,23.8,22.8,0.22,76,1.94,0.63,26.007,200.9,0.187,0.3
86.0,10.3,33.869,2.31,36.5,25.1,23.4,0.22,87,1.97,0.68,26.022,199.7,0.208,0.19
100.0,10.24,33.912,2.12,33.5,26.1,23.8,0.23,101,2.03,0.63,26.065,195.9,0.237,0.26
101.0,10.24,33.913,2.16,34.2,26.2,23.9,0.23,102,2.03,0.62,26.067,195.8,0.238,0.26
120.0,9.79,33.972,2.07,32.5,29.2,25.8,0.13,121,2.13,0.3,26.19,184.4,0.274,0.43
125.0,9.71,33.978,2.07,32.3,29.8,25.9,0.12,126,2.13,0.27,26.208,182.9,0.284,0.33
140.0,9.43,34.008,1.96,30.4,31.6,26.1,0.09,141,2.12,0.2,26.278,176.5,0.31,0.03
150.0,9.38,34.047,1.82,28.2,32.7,26.8,0.1,151,2.15,0.18,26.316,173.1,0.329,0.05
171.0,9.15,34.04,1.93,29.8,34.9,28.2,0.12,172,2.21,0.13,26.349,170.3,0.364,0.09
200.0,9.05,34.13,1.32,20.3,39.3,29.3,0.07,202,2.4,0.14,26.436,162.7,0.414,0.26
202.0,9.03,34.132,1.35,20.7,39.6,29.4,0.06,204,2.41,0.14,26.441,162.3,0.416,0.27
0.0,14.5,33.325,5.88,101.3,2.1,0.5,0.68,0,0.41,0.22,24.788,314.9,0.0,0.17
3.0,14.5,33.325,5.88,101.3,2.1,0.5,0.68,3,0.41,0.22,24.788,315.0,0.009,0.17
10.0,14.5,33.327,5.87,101.1,2.1,0.5,0.66,10,0.43,0.22,24.791,315.0,0.032,0.14
20.0,14.51,33.327,5.86,101.0,2.1,0.5,0.66,20,0.41,0.27,24.79,315.4,0.063,0.13
30.0,14.51,33.324,5.86,101.0,2.1,0.5,0.65,30,0.41,0.27,24.788,315.9,0.095,0.14
40.0,14.51,33.326,5.86,101.0,2.0,0.5,0.63,40,0.41,0.22,24.79,316.1,0.126,0.2
50.0,14.47,33.325,5.86,100.9,2.1,0.6,0.63,50,0.43,0.28,24.798,315.6,0.158,0.18
62.0,12.73,33.347,5.23,86.9,5.1,4.6,0.25,63,0.73,0.17,25.169,280.5,0.194,0.64
72.0,11.27,33.361,4.15,66.9,12.3,14.3,0.11,73,1.32,0.14,25.454,253.4,0.22,0.01
75.0,11.12,33.38,4.05,65.0,13.2,15.0,0.1,76,1.37,0.14,25.497,249.4,0.229,0.01
86.0,10.39,33.441,3.82,60.3,16.5,17.9,0.05,87,1.53,0.11,25.673,232.8,0.254,0.01
100.0,9.94,33.6,3.4,53.3,20.3,20.7,0.1,101,1.71,0.18,25.873,214.1,0.287,0.0
101.0,9.92,33.592,3.46,54.2,20.6,20.9,0.1,102,1.72,0.18,25.871,214.3,0.288,0.0
125.0,9.3,33.778,2.95,45.5,24.5,23.3,0.06,126,1.84,0.14,26.118,191.3,0.338,0.0
140.0,9.25,33.821,2.78,43.0,26.9,24.8,0.03,141,1.91,0.11,26.159,187.7,0.367,0.0
150.0,9.18,33.825,2.8,43.1,28.5,25.5,0.03,151,1.96,0.11,26.174,186.5,0.386,0.0
169.0,9.01,33.959,2.34,36.0,31.6,26.8,0.03,170,2.06,0.11,26.308,174.1,0.42,0.0
200.0,8.73,34.048,1.94,29.7,36.6,28.7,0.02,202,2.22,0.1,26.421,163.9,0.472,0.0
0.0,15.55,33.167,5.9,103.6,2.1,0.0,0.2,0,0.31,0.04,24.44,348.1,0.0,0.01
2.0,15.55,33.167,5.9,103.6,2.1,0.0,0.2,2,0.31,0.04,24.44,348.2,0.007,0.01
10.0,15.55,33.165,5.86,103.0,2.0,0.0,0.2,10,0.31,0.03,24.438,348.6,0.035,0.08
20.0,15.55,33.165,5.88,103.4,2.1,0.0,0.2,20,0.31,0.03,24.438,348.9,0.07,0.04
21.0,15.55,33.164,5.87,103.2,2.1,0.0,0.2,21,0.31,0.03,24.439,348.9,0.073,0.04
30.0,15.49,33.171,5.89,103.5,2.1,0.0,0.22,30,0.32,0.05,24.457,347.5,0.105,0.06
31.0,15.47,33.178,5.91,103.6,2.1,0.0,0.23,31,0.32,0.05,24.467,346.6,0.108,0.06
41.0,14.88,33.259,5.95,103.3,2.3,0.0,0.42,41,0.34,0.13,24.66,328.5,0.142,0.09
50.0,14.53,33.274,5.86,101.0,3.1,0.5,1.08,50,0.43,0.45,24.747,320.5,0.172,0.08
52.0,14.19,33.254,5.72,97.8,3.3,0.6,1.22,52,0.45,0.52,24.801,315.3,0.178,0.08
60.0,13.51,33.247,5.53,93.2,3.8,1.8,0.85,60,0.51,0.46,24.937,302.6,0.202,0.01
70.0,12.86,33.319,4.93,82.1,7.2,7.5,0.31,71,0.84,0.29,25.123,285.1,0.232,0.02
75.0,12.15,33.309,4.97,81.5,8.5,9.3,0.25,76,0.95,0.24,25.252,272.9,0.247,0.04
86.0,11.45,33.347,4.34,70.1,11.6,13.4,0.13,87,1.19,0.12,25.413,257.8,0.275,0.07
100.0,10.34,33.385,3.99,63.0,15.4,17.7,0.03,101,1.43,0.06,25.638,236.4,0.309,0.05
122.0,9.48,33.529,3.67,56.8,20.0,21.2,0.01,123,1.63,0.04,25.895,212.4,0.359,0.0
125.0,9.42,33.551,3.63,56.2,20.4,21.4,0.01,126,1.65,0.04,25.921,209.9,0.367,0.0
141.0,9.2,33.636,3.41,52.5,22.6,22.8,0.0,142,1.73,0.04,26.023,200.6,0.398,0.06
150.0,9.11,33.707,3.29,50.7,24.0,23.6,0.0,151,1.79,0.04,26.094,194.0,0.418,0.04
170.0,8.92,33.807,2.97,45.6,27.1,25.5,0.0,171,1.91,0.04,26.202,184.2,0.454,0.01
200.0,8.63,33.938,2.63,40.1,31.5,27.3,0.0,202,2.04,0.03,26.351,170.5,0.507,0.0
0.0,15.81,33.043,5.78,102.0,1.7,0.0,0.07,0,0.33,0.01,24.286,362.8,0.0,1.57
2.0,15.81,33.043,5.78,102.0,1.7,0.0,0.07,2,0.33,0.01,24.286,362.8,0.007,1.57
10.0,15.81,33.042,5.81,102.7,1.8,0.0,0.07,10,0.28,0.02,24.286,363.1,0.036,0.0
20.0,15.59,33.054,5.81,102.2,1.7,0.0,0.08,20,0.27,0.02,24.345,357.9,0.069,0.0
26.0,15.38,33.026,5.83,102.0,1.7,0.0,0.08,26,0.26,0.02,24.37,355.7,0.094,0.0
30.0,15.22,33.021,5.86,102.2,1.7,0.0,0.09,30,0.26,0.02,24.401,352.8,0.105,0.0
40.0,14.9,33.015,5.84,101.2,1.6,0.0,0.12,40,0.27,0.04,24.468,346.8,0.143,0.19
50.0,14.69,32.98,5.85,101.0,1.6,0.0,0.16,50,0.28,0.06,24.484,345.5,0.178,0.14
62.0,14.2,33.226,5.63,96.2,2.8,0.7,0.53,62,0.37,0.29,24.778,317.8,0.218,0.01
75.0,12.81,33.207,5.29,88.0,4.9,4.6,0.37,76,0.61,0.31,25.047,292.5,0.257,0.0
87.0,12.34,33.364,4.69,77.2,8.7,9.5,0.13,88,1.01,0.12,25.26,272.5,0.291,0.07
100.0,11.46,33.349,4.34,70.1,11.5,13.3,0.08,101,1.21,0.09,25.413,258.1,0.325,0.0
112.0,10.64,33.396,3.96,62.9,14.4,16.4,0.06,113,1.38,0.08,25.596,240.8,0.355,0.0
125.0,9.99,33.481,3.74,58.6,17.6,19.1,0.02,126,1.55,0.05,25.773,224.2,0.385,0.0
141.0,9.27,33.643,3.39,52.4,22.3,22.3,0.01,142,1.73,0.04,26.018,201.0,0.419,0.0
150.0,9.19,33.691,3.36,51.8,24.0,23.2,0.01,151,1.8,0.04,26.068,196.5,0.436,0.0
170.0,8.97,33.841,2.83,43.4,27.7,25.4,0.01,171,1.94,0.05,26.221,182.4,0.475,0.02
200.0,8.75,33.931,2.51,38.4,31.1,26.9,0.0,202,2.04,0.04,26.328,172.8,0.528,0.01
0.0,15.13,33.572,6.58,114.9,1.2,0.8,0.87,0,0.44,0.17,24.844,309.7,0.0,0.58
2.0,15.13,33.572,6.58,114.9,1.2,0.8,0.87,2,0.44,0.17,24.844,309.7,0.006,0.58
6.0,14.97,33.578,6.63,115.5,1.1,0.7,0.85,6,0.41,0.2,24.883,306.1,0.019,0.5
10.0,14.82,33.572,6.63,115.1,1.1,0.8,0.85,10,0.43,0.23,24.911,303.5,0.031,0.61
11.0,14.83,33.574,6.64,115.4,1.1,0.8,0.85,11,0.44,0.23,24.91,303.7,0.034,0.64
16.0,14.69,33.578,6.66,115.3,1.1,0.8,0.82,16,0.45,0.25,24.943,300.7,0.049,0.7
20.0,14.58,33.574,6.64,114.6,1.2,0.9,0.83,20,0.45,0.24,24.966,298.6,0.061,0.68
0.0,13.43,33.477,6.94,117.1,0.7,0.6,2.8,0,0.32,0.92,25.127,282.6,0.0,0.24
2.0,13.43,33.477,6.94,117.1,0.7,0.6,2.8,2,0.32,0.92,25.128,282.7,0.006,0.24
8.0,13.32,33.476,6.95,116.9,0.3,0.4,2.43,8,0.31,1.16,25.15,280.7,0.023,0.14
9.0,13.27,33.479,6.92,116.4,0.3,0.6,2.46,9,0.33,1.31,25.162,279.6,0.025,0.22
10.0,13.21,33.486,6.85,115.0,1.2,1.8,2.6,10,0.43,1.35,25.178,278.1,0.029,0.41
16.0,12.14,33.601,5.49,90.1,6.9,9.0,3.43,16,1.05,1.64,25.477,249.8,0.044,1.55
20.0,11.6,33.541,5.35,86.9,8.3,9.9,2.93,20,1.15,1.75,25.532,244.7,0.054,1.84
28.0,11.79,33.661,4.84,78.9,11.1,11.8,1.93,28,1.34,1.97,25.591,239.3,0.073,2.41
30.0,11.71,33.681,4.75,77.3,12.0,12.5,1.86,30,1.38,1.96,25.621,236.6,0.079,2.37
35.0,11.52,33.691,4.43,71.9,14.2,14.1,1.67,35,1.49,1.95,25.665,232.4,0.089,2.28
42.0,11.38,33.698,4.25,68.8,15.4,15.1,1.31,42,1.53,2.31,25.695,229.8,0.106,2.09
50.0,11.13,33.709,3.93,63.2,17.8,17.0,1.12,50,1.6,2.15,25.749,224.8,0.124,1.5
60.0,10.88,33.725,3.66,58.5,19.6,18.6,0.86,60,1.66,2.03,25.806,219.6,0.146,1.11
70.0,10.33,33.799,2.57,40.6,24.5,23.1,0.41,71,1.9,1.35,25.962,205.0,0.167,0.0
75.0,10.25,33.841,2.47,39.0,25.4,23.6,0.39,76,1.94,1.31,26.008,200.8,0.179,0.0
85.0,10.09,33.897,2.24,35.3,27.2,24.5,0.34,86,2.03,1.22,26.08,194.1,0.197,0.01
100.0,9.91,33.944,2.07,32.4,29.1,25.5,0.23,101,2.1,0.58,26.147,188.1,0.226,0.03
120.0,9.81,33.996,1.92,30.1,30.5,26.2,0.18,121,2.16,0.53,26.205,183.0,0.263,0.04
125.0,9.8,34.006,1.89,29.6,30.9,26.4,0.19,126,2.17,0.52,26.215,182.2,0.274,0.0
140.0,9.68,34.051,1.76,27.6,32.3,27.0,0.2,141,2.21,0.5,26.27,177.4,0.299,0.0
150.0,9.65,34.065,1.71,26.7,33.8,27.6,0.18,151,2.25,0.51,26.287,175.9,0.319,0.0
170.0,9.15,34.102,1.5,23.2,36.8,28.7,0.15,171,2.32,0.54,26.397,165.7,0.351,0.0
200.0,8.71,34.15,1.31,20.0,43.9,30.6,0.12,202,2.51,0.36,26.505,156.1,0.399,0.0
0.0,15.11,33.591,7.62,133.1,0.0,0.0,1.58,0,0.13,0.41,24.862,307.9,0.0,0.03
2.0,15.11,33.591,7.62,133.1,0.0,0.0,1.58,2,0.13,0.41,24.862,307.9,0.006,0.03
6.0,14.85,33.59,7.73,134.3,0.1,0.0,1.65,6,0.11,0.42,24.918,302.8,0.018,0.01
10.0,13.91,33.593,7.72,131.6,0.2,0.0,2.32,10,0.29,0.87,25.121,283.6,0.03,0.11
11.0,13.8,33.597,7.02,119.4,0.2,0.0,2.48,11,0.34,0.99,25.146,281.2,0.033,0.14
15.0,13.6,33.607,6.09,103.1,0.4,1.0,4.4,15,0.5,1.69,25.194,276.7,0.044,0.33
0.0,15.37,33.577,6.68,117.3,0.2,0.0,0.61,0,0.31,0.19,24.794,314.4,0.0,0.13
2.0,15.37,33.577,6.68,117.3,0.2,0.0,0.61,2,0.31,0.19,24.794,314.4,0.006,0.13
6.0,14.07,33.573,6.7,114.6,0.3,0.0,0.8,6,0.32,0.25,25.072,288.1,0.018,0.15
10.0,13.82,33.575,6.87,116.9,0.4,0.1,3.48,10,0.36,0.72,25.125,283.2,0.03,0.37
11.0,13.71,33.578,6.81,115.6,0.4,0.1,4.14,11,0.37,0.83,25.149,280.9,0.033,0.43
20.0,13.26,33.577,5.75,96.8,3.0,3.9,4.15,20,0.7,0.62,25.24,272.5,0.058,1.1
21.0,13.29,33.577,5.66,95.3,3.2,4.3,4.15,21,0.74,0.6,25.235,273.1,0.06,1.17
25.0,13.21,33.583,5.76,96.8,3.1,4.1,4.41,25,0.73,0.6,25.256,271.2,0.071,1.16
0.0,14.18,33.549,5.84,100.1,3.9,3.0,0.78,0,0.62,0.31,25.03,291.9,0.0,0.83
2.0,14.18,33.549,5.84,100.1,3.9,3.0,0.78,2,0.62,0.31,25.03,292.0,0.006,0.83
10.0,13.77,33.565,5.61,95.4,4.6,4.1,0.73,10,0.72,0.47,25.127,283.0,0.029,0.94
20.0,13.67,33.574,5.51,93.5,5.2,4.8,0.74,20,0.77,0.68,25.155,280.7,0.057,0.98
30.0,12.97,33.601,5.64,94.3,5.2,5.4,1.37,30,0.88,1.28,25.317,265.5,0.085,1.91
31.0,12.92,33.603,5.39,89.9,5.2,5.5,1.43,31,0.89,1.34,25.328,264.5,0.087,2.0
40.0,12.23,33.63,4.45,73.2,11.1,10.9,1.17,40,1.23,1.78,25.483,249.9,0.11,1.62
50.0,11.88,33.666,4.01,65.5,14.5,13.5,0.74,50,1.37,1.75,25.579,241.1,0.135,1.19
60.0,11.25,33.738,3.29,53.0,18.9,17.4,0.62,60,1.62,1.61,25.751,224.9,0.158,0.69
75.0,10.29,33.87,2.47,39.0,25.3,22.7,0.34,76,1.9,0.96,26.024,199.2,0.19,0.0
100.0,9.82,33.989,2.16,33.8,29.4,24.6,0.34,101,2.06,0.77,26.197,183.4,0.238,0.01
111.0,9.85,34.028,2.06,32.2,29.9,24.9,0.3,112,2.11,0.54,26.222,181.3,0.258,0.0
0.0,13.4,33.582,5.34,90.0,7.7,7.0,1.72,0,0.87,0.52,25.214,274.4,0.0,0.18
3.0,13.4,33.582,5.34,90.0,7.7,7.0,1.72,3,0.87,0.52,25.214,274.5,0.008,0.18
9.0,13.4,33.577,5.32,89.7,7.7,7.0,1.76,9,0.87,0.59,25.211,274.9,0.025,0.17
10.0,13.4,33.577,5.33,89.8,7.7,7.1,1.75,10,0.87,0.59,25.211,275.0,0.028,0.17
20.0,13.26,33.591,5.25,88.3,8.0,7.4,1.62,20,0.89,0.53,25.251,271.5,0.055,0.22
30.0,13.2,33.585,5.17,86.8,8.5,7.9,1.56,30,0.93,0.54,25.259,271.0,0.082,0.3
40.0,12.93,33.615,5.04,84.1,9.4,8.7,1.39,40,0.99,0.54,25.337,263.9,0.109,0.4
50.0,12.27,33.636,4.33,71.3,13.2,12.3,0.89,50,1.23,0.48,25.481,250.4,0.134,0.56
60.0,12.23,33.643,4.23,69.7,13.7,12.9,0.8,60,1.26,0.55,25.496,249.3,0.159,0.54
70.0,11.99,33.665,4.02,65.9,15.3,14.1,0.75,71,1.35,0.54,25.558,243.7,0.184,0.56
75.0,11.25,33.733,3.61,58.3,18.8,16.9,0.51,76,1.52,0.43,25.747,225.7,0.197,0.45
79.0,10.78,33.759,3.16,50.5,21.6,19.2,0.32,80,1.66,0.34,25.852,215.8,0.205,0.37
90.0,10.18,33.869,2.52,39.7,27.1,23.3,0.13,91,1.94,0.29,26.043,197.8,0.227,0.14
0.0,14.7,33.326,6.38,110.3,0.5,0.1,0.53,0,0.33,0.1,24.747,318.9,0.0,0.19
3.0,14.7,33.326,6.38,110.3,0.5,0.1,0.53,3,0.33,0.1,24.747,319.0,0.01,0.19
9.0,14.7,33.328,6.36,110.0,0.1,0.0,0.58,9,0.33,0.1,24.748,319.0,0.029,0.16
10.0,14.7,33.326,6.34,109.6,0.2,0.1,0.6,10,0.34,0.12,24.748,319.1,0.032,0.19
20.0,13.82,33.422,6.39,108.6,0.7,1.2,0.78,20,0.46,0.31,25.006,294.8,0.063,0.51
21.0,13.69,33.424,6.39,108.3,0.7,1.4,0.79,21,0.47,0.32,25.035,292.1,0.066,0.54
30.0,12.9,33.414,6.12,102.1,1.7,3.3,0.82,30,0.63,0.47,25.187,277.8,0.091,0.91
40.0,12.23,33.429,5.45,89.6,5.1,7.4,1.27,40,0.91,1.04,25.328,264.7,0.118,1.12
50.0,11.43,33.468,4.45,71.9,12.6,13.8,1.11,50,1.29,0.61,25.507,247.8,0.144,0.8
60.0,11.46,33.594,4.27,69.1,14.2,14.7,1.5,60,1.4,0.75,25.601,239.2,0.168,1.2
70.0,11.16,33.613,3.87,62.2,16.3,16.6,1.54,71,1.51,0.79,25.671,232.8,0.192,0.87
75.0,10.93,33.634,3.81,61.0,17.5,18.0,1.25,76,1.56,0.67,25.728,227.5,0.205,0.62
85.0,10.21,33.617,3.29,51.8,19.8,20.6,0.66,86,1.66,0.44,25.841,216.8,0.226,0.11
100.0,9.77,33.646,3.18,49.6,21.2,21.7,0.49,101,1.73,0.35,25.937,208.0,0.257,0.02
120.0,9.08,33.792,2.87,44.2,26.6,25.2,0.2,121,1.89,0.2,26.164,186.7,0.297,0.0
125.0,9.06,33.813,2.88,44.3,27.5,25.5,0.2,126,1.92,0.21,26.185,184.9,0.308,0.0
141.0,8.79,33.911,2.59,39.6,30.4,26.8,0.22,142,2.02,0.22,26.304,173.8,0.335,0.0
150.0,8.7,33.957,2.55,38.9,31.7,27.3,0.2,151,2.06,0.24,26.355,169.2,0.352,0.0
170.0,8.5,34.003,2.28,34.6,34.8,28.4,0.15,171,2.15,0.29,26.421,163.3,0.384,0.0
200.0,8.29,34.072,1.87,28.2,39.2,30.0,0.09,202,2.29,0.14,26.508,155.5,0.434,0.0
201.0,8.29,34.07,1.89,28.7,39.3,30.1,0.09,203,2.29,0.14,26.506,155.8,0.433,0.0
0.0,14.13,33.443,6.89,117.9,0.6,0.3,1.46,0,0.33,0.21,24.957,298.9,0.0,0.2
3.0,14.13,33.443,6.89,117.9,0.6,0.3,1.46,3,0.33,0.21,24.957,299.0,0.009,0.2
10.0,13.96,33.482,6.95,118.6,0.9,1.0,1.8,10,0.41,0.38,25.024,292.8,0.03,0.52
20.0,11.52,33.546,4.7,76.2,10.7,12.9,3.65,20,1.31,1.13,25.551,242.8,0.057,0.76
